2018-10-18 17:43:11 DEBUG logging:38 - Logging Provider: org.jboss.logging.Log4jLoggerProvider
2018-10-18 17:43:11 DEBUG HibernatePersistenceProvider:98 - Located and parsed 1 persistence units; checking each
2018-10-18 17:43:11 DEBUG HibernatePersistenceProvider:106 - Checking persistence-unit [name=JPA-PU, explicit-provider=org.hibernate.jpa.HibernatePersistenceProvider] against incoming persistence unit name [JPA-PU]
2018-10-18 17:43:11 DEBUG ProviderChecker:87 - Persistence-unit [JPA-PU] requested PersistenceProvider [org.hibernate.jpa.HibernatePersistenceProvider]
2018-10-18 17:43:11 DEBUG LogHelper:102 - PersistenceUnitInfo [
	name: JPA-PU
	persistence provider classname: org.hibernate.jpa.HibernatePersistenceProvider
	classloader: null
	excludeUnlistedClasses: false
	JTA datasource: null
	Non JTA datasource: null
	Transaction type: RESOURCE_LOCAL
	PU root URL: file:/D:/159877_Gajendra_hedau/JPAHibernate/CGPayrollSystemHibernate/target/classes/
	Shared Cache Mode: null
	Validation Mode: null
	Jar files URLs []
	Managed classes names []
	Mapping files names []
	Properties [
		javax.persistence.jdbc.driver: oracle.jdbc.driver.OracleDriver
		javax.persistence.jdbc.password: hr
		javax.persistence.jdbc.url: jdbc:oracle:thin:@localhost:1521:XE
		hibernate.dialect: org.hibernate.dialect.Oracle10gDialect
		hibernate.show_sql: true
		hibernate.hbm2ddl.auto: create
		javax.persistence.jdbc.user: hr]
2018-10-18 17:43:11 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
2018-10-18 17:43:11 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
2018-10-18 17:43:11 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
2018-10-18 17:43:11 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.jpa.event.spi.JpaIntegrator].
2018-10-18 17:43:11 INFO  Version:45 - HHH000412: Hibernate Core {5.2.12.Final}
2018-10-18 17:43:11 INFO  Environment:213 - HHH000206: hibernate.properties not found
2018-10-18 17:43:11 DEBUG ServiceBinding:68 - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
2018-10-18 17:43:11 DEBUG RegionFactoryInitiator:75 - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
2018-10-18 17:43:11 INFO  Version:66 - HCANN000001: Hibernate Commons Annotations {5.0.1.Final}
2018-10-18 17:43:12 DEBUG PropertyBinder:265 - Building property designation
2018-10-18 17:43:12 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Associate), mappingColumn=emailId, insertable=true, updatable=true, unique=false}
2018-10-18 17:43:12 DEBUG PropertyBinder:174 - MetadataSourceProcessor property emailId with lazy=false
2018-10-18 17:43:12 DEBUG AbstractPropertyHolder:95 - Attempting to locate auto-apply AttributeConverter for property [com.cg.payroll.beans.Associate:emailId]
2018-10-18 17:43:12 DEBUG SimpleValueBinder:411 - building SimpleValue for emailId
2018-10-18 17:43:12 DEBUG PropertyBinder:265 - Building property emailId
2018-10-18 17:43:12 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Associate), mappingColumn=firstName, insertable=true, updatable=true, unique=false}
2018-10-18 17:43:12 DEBUG PropertyBinder:174 - MetadataSourceProcessor property firstName with lazy=false
2018-10-18 17:43:12 DEBUG AbstractPropertyHolder:95 - Attempting to locate auto-apply AttributeConverter for property [com.cg.payroll.beans.Associate:firstName]
2018-10-18 17:43:12 DEBUG SimpleValueBinder:411 - building SimpleValue for firstName
2018-10-18 17:43:12 DEBUG PropertyBinder:265 - Building property firstName
2018-10-18 17:43:12 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Associate), mappingColumn=lastName, insertable=true, updatable=true, unique=false}
2018-10-18 17:43:12 DEBUG PropertyBinder:174 - MetadataSourceProcessor property lastName with lazy=false
2018-10-18 17:43:12 DEBUG AbstractPropertyHolder:95 - Attempting to locate auto-apply AttributeConverter for property [com.cg.payroll.beans.Associate:lastName]
2018-10-18 17:43:12 DEBUG SimpleValueBinder:411 - building SimpleValue for lastName
2018-10-18 17:43:12 DEBUG PropertyBinder:265 - Building property lastName
2018-10-18 17:43:12 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Associate), mappingColumn=pancard, insertable=true, updatable=true, unique=false}
2018-10-18 17:43:12 DEBUG PropertyBinder:174 - MetadataSourceProcessor property pancard with lazy=false
2018-10-18 17:43:12 DEBUG AbstractPropertyHolder:95 - Attempting to locate auto-apply AttributeConverter for property [com.cg.payroll.beans.Associate:pancard]
2018-10-18 17:43:12 DEBUG SimpleValueBinder:411 - building SimpleValue for pancard
2018-10-18 17:43:12 DEBUG PropertyBinder:265 - Building property pancard
2018-10-18 17:43:12 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Associate), mappingColumn=salary, insertable=true, updatable=true, unique=false}
2018-10-18 17:43:12 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Associate), mappingColumn=basicSalary, insertable=true, updatable=true, unique=false}
2018-10-18 17:43:12 DEBUG PropertyBinder:174 - MetadataSourceProcessor property basicSalary with lazy=false
2018-10-18 17:43:12 DEBUG AbstractPropertyHolder:95 - Attempting to locate auto-apply AttributeConverter for property [com.cg.payroll.beans.Associate.salary:basicSalary]
2018-10-18 17:43:12 DEBUG SimpleValueBinder:411 - building SimpleValue for basicSalary
2018-10-18 17:43:12 DEBUG PropertyBinder:265 - Building property basicSalary
2018-10-18 17:43:12 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Associate), mappingColumn=companyPf, insertable=true, updatable=true, unique=false}
2018-10-18 17:43:12 DEBUG PropertyBinder:174 - MetadataSourceProcessor property companyPf with lazy=false
2018-10-18 17:43:12 DEBUG AbstractPropertyHolder:95 - Attempting to locate auto-apply AttributeConverter for property [com.cg.payroll.beans.Associate.salary:companyPf]
2018-10-18 17:43:12 DEBUG SimpleValueBinder:411 - building SimpleValue for companyPf
2018-10-18 17:43:12 DEBUG PropertyBinder:265 - Building property companyPf
2018-10-18 17:43:12 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Associate), mappingColumn=conveyenceAllowance, insertable=true, updatable=true, unique=false}
2018-10-18 17:43:12 DEBUG PropertyBinder:174 - MetadataSourceProcessor property conveyenceAllowance with lazy=false
2018-10-18 17:43:12 DEBUG AbstractPropertyHolder:95 - Attempting to locate auto-apply AttributeConverter for property [com.cg.payroll.beans.Associate.salary:conveyenceAllowance]
2018-10-18 17:43:12 DEBUG SimpleValueBinder:411 - building SimpleValue for conveyenceAllowance
2018-10-18 17:43:12 DEBUG PropertyBinder:265 - Building property conveyenceAllowance
2018-10-18 17:43:12 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Associate), mappingColumn=epf, insertable=true, updatable=true, unique=false}
2018-10-18 17:43:12 DEBUG PropertyBinder:174 - MetadataSourceProcessor property epf with lazy=false
2018-10-18 17:43:12 DEBUG AbstractPropertyHolder:95 - Attempting to locate auto-apply AttributeConverter for property [com.cg.payroll.beans.Associate.salary:epf]
2018-10-18 17:43:12 DEBUG SimpleValueBinder:411 - building SimpleValue for epf
2018-10-18 17:43:12 DEBUG PropertyBinder:265 - Building property epf
2018-10-18 17:43:12 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Associate), mappingColumn=gratuity, insertable=true, updatable=true, unique=false}
2018-10-18 17:43:12 DEBUG PropertyBinder:174 - MetadataSourceProcessor property gratuity with lazy=false
2018-10-18 17:43:12 DEBUG AbstractPropertyHolder:95 - Attempting to locate auto-apply AttributeConverter for property [com.cg.payroll.beans.Associate.salary:gratuity]
2018-10-18 17:43:12 DEBUG SimpleValueBinder:411 - building SimpleValue for gratuity
2018-10-18 17:43:12 DEBUG PropertyBinder:265 - Building property gratuity
2018-10-18 17:43:12 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Associate), mappingColumn=grossSalary, insertable=true, updatable=true, unique=false}
2018-10-18 17:43:12 DEBUG PropertyBinder:174 - MetadataSourceProcessor property grossSalary with lazy=false
2018-10-18 17:43:12 DEBUG AbstractPropertyHolder:95 - Attempting to locate auto-apply AttributeConverter for property [com.cg.payroll.beans.Associate.salary:grossSalary]
2018-10-18 17:43:12 DEBUG SimpleValueBinder:411 - building SimpleValue for grossSalary
2018-10-18 17:43:12 DEBUG PropertyBinder:265 - Building property grossSalary
2018-10-18 17:43:12 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Associate), mappingColumn=hra, insertable=true, updatable=true, unique=false}
2018-10-18 17:43:12 DEBUG PropertyBinder:174 - MetadataSourceProcessor property hra with lazy=false
2018-10-18 17:43:12 DEBUG AbstractPropertyHolder:95 - Attempting to locate auto-apply AttributeConverter for property [com.cg.payroll.beans.Associate.salary:hra]
2018-10-18 17:43:12 DEBUG SimpleValueBinder:411 - building SimpleValue for hra
2018-10-18 17:43:12 DEBUG PropertyBinder:265 - Building property hra
2018-10-18 17:43:12 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Associate), mappingColumn=monthlyTax, insertable=true, updatable=true, unique=false}
2018-10-18 17:43:12 DEBUG PropertyBinder:174 - MetadataSourceProcessor property monthlyTax with lazy=false
2018-10-18 17:43:12 DEBUG AbstractPropertyHolder:95 - Attempting to locate auto-apply AttributeConverter for property [com.cg.payroll.beans.Associate.salary:monthlyTax]
2018-10-18 17:43:12 DEBUG SimpleValueBinder:411 - building SimpleValue for monthlyTax
2018-10-18 17:43:12 DEBUG PropertyBinder:265 - Building property monthlyTax
2018-10-18 17:43:12 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Associate), mappingColumn=netSalary, insertable=true, updatable=true, unique=false}
2018-10-18 17:43:12 DEBUG PropertyBinder:174 - MetadataSourceProcessor property netSalary with lazy=false
2018-10-18 17:43:12 DEBUG AbstractPropertyHolder:95 - Attempting to locate auto-apply AttributeConverter for property [com.cg.payroll.beans.Associate.salary:netSalary]
2018-10-18 17:43:12 DEBUG SimpleValueBinder:411 - building SimpleValue for netSalary
2018-10-18 17:43:12 DEBUG PropertyBinder:265 - Building property netSalary
2018-10-18 17:43:12 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Associate), mappingColumn=otherAllowance, insertable=true, updatable=true, unique=false}
2018-10-18 17:43:12 DEBUG PropertyBinder:174 - MetadataSourceProcessor property otherAllowance with lazy=false
2018-10-18 17:43:12 DEBUG AbstractPropertyHolder:95 - Attempting to locate auto-apply AttributeConverter for property [com.cg.payroll.beans.Associate.salary:otherAllowance]
2018-10-18 17:43:12 DEBUG SimpleValueBinder:411 - building SimpleValue for otherAllowance
2018-10-18 17:43:12 DEBUG PropertyBinder:265 - Building property otherAllowance
2018-10-18 17:43:12 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Associate), mappingColumn=personalAllowance, insertable=true, updatable=true, unique=false}
2018-10-18 17:43:12 DEBUG PropertyBinder:174 - MetadataSourceProcessor property personalAllowance with lazy=false
2018-10-18 17:43:12 DEBUG AbstractPropertyHolder:95 - Attempting to locate auto-apply AttributeConverter for property [com.cg.payroll.beans.Associate.salary:personalAllowance]
2018-10-18 17:43:12 DEBUG SimpleValueBinder:411 - building SimpleValue for personalAllowance
2018-10-18 17:43:12 DEBUG PropertyBinder:265 - Building property personalAllowance
2018-10-18 17:43:12 DEBUG PropertyBinder:265 - Building property salary
2018-10-18 17:43:12 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Associate), mappingColumn=yearlyInvestmentUnder80C, insertable=true, updatable=true, unique=false}
2018-10-18 17:43:12 DEBUG PropertyBinder:174 - MetadataSourceProcessor property yearlyInvestmentUnder80C with lazy=false
2018-10-18 17:43:12 DEBUG AbstractPropertyHolder:95 - Attempting to locate auto-apply AttributeConverter for property [com.cg.payroll.beans.Associate:yearlyInvestmentUnder80C]
2018-10-18 17:43:12 DEBUG SimpleValueBinder:411 - building SimpleValue for yearlyInvestmentUnder80C
2018-10-18 17:43:12 DEBUG PropertyBinder:265 - Building property yearlyInvestmentUnder80C
2018-10-18 17:43:12 DEBUG SimpleValueBinder:456 - Starting fillSimpleValue for associateID
2018-10-18 17:43:12 DEBUG SimpleValueBinder:456 - Starting fillSimpleValue for accountNumber
2018-10-18 17:43:12 DEBUG SimpleValueBinder:456 - Starting fillSimpleValue for bankName
2018-10-18 17:43:12 DEBUG SimpleValueBinder:456 - Starting fillSimpleValue for ifscCode
2018-10-18 17:43:12 DEBUG SimpleValueBinder:456 - Starting fillSimpleValue for department
2018-10-18 17:43:12 DEBUG SimpleValueBinder:456 - Starting fillSimpleValue for designation
2018-10-18 17:43:12 DEBUG SimpleValueBinder:456 - Starting fillSimpleValue for emailId
2018-10-18 17:43:12 DEBUG SimpleValueBinder:456 - Starting fillSimpleValue for firstName
2018-10-18 17:43:12 DEBUG SimpleValueBinder:456 - Starting fillSimpleValue for lastName
2018-10-18 17:43:12 DEBUG SimpleValueBinder:456 - Starting fillSimpleValue for pancard
2018-10-18 17:43:12 DEBUG SimpleValueBinder:456 - Starting fillSimpleValue for basicSalary
2018-10-18 17:43:12 DEBUG SimpleValueBinder:456 - Starting fillSimpleValue for companyPf
2018-10-18 17:43:12 DEBUG SimpleValueBinder:456 - Starting fillSimpleValue for conveyenceAllowance
2018-10-18 17:43:12 DEBUG SimpleValueBinder:456 - Starting fillSimpleValue for epf
2018-10-18 17:43:12 DEBUG SimpleValueBinder:456 - Starting fillSimpleValue for gratuity
2018-10-18 17:43:12 DEBUG SimpleValueBinder:456 - Starting fillSimpleValue for grossSalary
2018-10-18 17:43:12 DEBUG SimpleValueBinder:456 - Starting fillSimpleValue for hra
2018-10-18 17:43:12 DEBUG SimpleValueBinder:456 - Starting fillSimpleValue for monthlyTax
2018-10-18 17:43:12 DEBUG SimpleValueBinder:456 - Starting fillSimpleValue for netSalary
2018-10-18 17:43:12 DEBUG SimpleValueBinder:456 - Starting fillSimpleValue for otherAllowance
2018-10-18 17:43:12 DEBUG SimpleValueBinder:456 - Starting fillSimpleValue for personalAllowance
2018-10-18 17:43:12 DEBUG SimpleValueBinder:456 - Starting fillSimpleValue for yearlyInvestmentUnder80C
2018-10-18 17:43:12 DEBUG PrimaryKey:35 - Forcing column [associateid] to be non-null as it is part of the primary key for table [associate]
2018-10-18 17:43:12 DEBUG SessionFactoryImpl:200 - Building session factory
2018-10-18 17:43:12 DEBUG Settings:69 - SessionFactory name : null
2018-10-18 17:43:12 DEBUG Settings:70 - Automatic flush during beforeCompletion(): enabled
2018-10-18 17:43:12 DEBUG Settings:71 - Automatic session close at end of transaction: disabled
2018-10-18 17:43:12 DEBUG Settings:73 - Statistics: disabled
2018-10-18 17:43:12 DEBUG Settings:75 - Deleted entity synthetic identifier rollback: disabled
2018-10-18 17:43:12 DEBUG Settings:76 - Default entity-mode: pojo
2018-10-18 17:43:12 DEBUG Settings:77 - Check Nullability in Core (should be disabled when Bean Validation is on): enabled
2018-10-18 17:43:12 DEBUG Settings:78 - Allow initialization of lazy state outside session : disabled
2018-10-18 17:43:12 DEBUG Settings:80 - Using BatchFetchStyle : LEGACY
2018-10-18 17:43:12 DEBUG Settings:81 - Default batch fetch size: -1
2018-10-18 17:43:12 DEBUG Settings:82 - Maximum outer join fetch depth: null
2018-10-18 17:43:12 DEBUG Settings:83 - Default null ordering: NONE
2018-10-18 17:43:12 DEBUG Settings:84 - Order SQL updates by primary key: disabled
2018-10-18 17:43:12 DEBUG Settings:85 - Order SQL inserts for batching: disabled
2018-10-18 17:43:12 DEBUG Settings:87 - multi-tenancy strategy : NONE
2018-10-18 17:43:12 DEBUG Settings:89 - JTA Track by Thread: enabled
2018-10-18 17:43:12 DEBUG Settings:91 - Query language substitutions: {}
2018-10-18 17:43:12 DEBUG Settings:92 - JPA query language strict compliance: disabled
2018-10-18 17:43:12 DEBUG Settings:93 - Named query checking : enabled
2018-10-18 17:43:12 DEBUG Settings:95 - Second-level cache: enabled
2018-10-18 17:43:12 DEBUG Settings:96 - Second-level query cache: disabled
2018-10-18 17:43:12 DEBUG Settings:97 - Second-level query cache factory: org.hibernate.cache.internal.StandardQueryCacheFactory@18f0a79
2018-10-18 17:43:12 DEBUG Settings:98 - Second-level cache region prefix: null
2018-10-18 17:43:12 DEBUG Settings:99 - Optimize second-level cache for minimal puts: disabled
2018-10-18 17:43:12 DEBUG Settings:100 - Structured second-level cache entries: disabled
2018-10-18 17:43:12 DEBUG Settings:101 - Second-level cache direct-reference entries: disabled
2018-10-18 17:43:12 DEBUG Settings:102 - Automatic eviction of collection cache: disabled
2018-10-18 17:43:12 DEBUG Settings:104 - JDBC batch size: 15
2018-10-18 17:43:12 DEBUG Settings:105 - JDBC batch updates for versioned data: disabled
2018-10-18 17:43:12 DEBUG Settings:106 - Scrollable result sets: enabled
2018-10-18 17:43:12 DEBUG Settings:107 - Wrap result sets: disabled
2018-10-18 17:43:12 DEBUG Settings:108 - JDBC3 getGeneratedKeys(): disabled
2018-10-18 17:43:12 DEBUG Settings:109 - JDBC result set fetch size: null
2018-10-18 17:43:12 DEBUG Settings:110 - Connection release mode: AFTER_TRANSACTION
2018-10-18 17:43:12 DEBUG Settings:111 - Generate SQL with comments: disabled
2018-10-18 17:43:13 DEBUG SessionFactoryImpl:258 - Session factory constructed with filter configurations : {}
2018-10-18 17:43:13 DEBUG SessionFactoryImpl:259 - Instantiating session factory with properties: {sun.desktop=windows, awt.toolkit=sun.awt.windows.WToolkit, file.encoding.pkg=sun.io, java.specification.version=1.8, sun.cpu.isalist=pentium_pro+mmx pentium_pro pentium+mmx pentium i486 i386 i86, sun.jnu.encoding=Cp1252, hibernate.dialect=org.hibernate.dialect.Oracle10gDialect, java.class.path=D:\159877_Gajendra_hedau\JPAHibernate\CGPayrollSystemHibernate\target\classes;D:\159877_Gajendra_hedau\JPAHibernate\CGPayrollSystemHibernate\bin\ojdbc6_g.jar;D:\159877_Gajendra_hedau\JPAHibernate\CGPayrollSystemHibernate\bin\apache-logging-log4j.jar;D:\mavenConfig\MavenRepo\org\hibernate\hibernate-core\5.2.12.Final\hibernate-core-5.2.12.Final.jar;D:\mavenConfig\MavenRepo\org\jboss\logging\jboss-logging\3.3.0.Final\jboss-logging-3.3.0.Final.jar;D:\mavenConfig\MavenRepo\org\hibernate\javax\persistence\hibernate-jpa-2.1-api\1.0.0.Final\hibernate-jpa-2.1-api-1.0.0.Final.jar;D:\mavenConfig\MavenRepo\org\javassist\javassist\3.20.0-GA\javassist-3.20.0-GA.jar;D:\mavenConfig\MavenRepo\antlr\antlr\2.7.7\antlr-2.7.7.jar;D:\mavenConfig\MavenRepo\org\jboss\spec\javax\transaction\jboss-transaction-api_1.2_spec\1.0.1.Final\jboss-transaction-api_1.2_spec-1.0.1.Final.jar;D:\mavenConfig\MavenRepo\org\jboss\jandex\2.0.3.Final\jandex-2.0.3.Final.jar;D:\mavenConfig\MavenRepo\com\fasterxml\classmate\1.3.0\classmate-1.3.0.jar;D:\mavenConfig\MavenRepo\dom4j\dom4j\1.6.1\dom4j-1.6.1.jar;D:\mavenConfig\MavenRepo\org\hibernate\common\hibernate-commons-annotations\5.0.1.Final\hibernate-commons-annotations-5.0.1.Final.jar;D:\mavenConfig\MavenRepo\javax\persistence\javax.persistence-api\2.2\javax.persistence-api-2.2.jar, java.vm.vendor=Oracle Corporation, sun.arch.data.model=32, user.variant=, java.vendor.url=http://java.oracle.com/, user.timezone=Asia/Calcutta, javax.persistence.jdbc.user=****, javax.persistence.jdbc.url=jdbc:oracle:thin:@localhost:1521:XE, os.name=Windows 7, java.vm.specification.version=1.8, user.country=US, sun.java.launcher=SUN_STANDARD, sun.boot.library.path=C:\Program Files (x86)\Java\jre1.8.0_72\bin, sun.java.command=com.cg.payroll.client.MainClass, sun.cpu.endian=little, user.home=C:\Users\ADM-IG-HWDLAB1D, user.language=en, java.specification.vendor=Oracle Corporation, java.home=C:\Program Files (x86)\Java\jre1.8.0_72, file.separator=\, line.separator=
, java.vm.specification.vendor=Oracle Corporation, java.specification.name=Java Platform API Specification, hibernate.transaction.coordinator_class=class org.hibernate.resource.transaction.backend.jdbc.internal.JdbcResourceLocalTransactionCoordinatorBuilderImpl, java.awt.graphicsenv=sun.awt.Win32GraphicsEnvironment, javax.persistence.jdbc.driver=oracle.jdbc.driver.OracleDriver, sun.boot.class.path=C:\Program Files (x86)\Java\jre1.8.0_72\lib\resources.jar;C:\Program Files (x86)\Java\jre1.8.0_72\lib\rt.jar;C:\Program Files (x86)\Java\jre1.8.0_72\lib\sunrsasign.jar;C:\Program Files (x86)\Java\jre1.8.0_72\lib\jsse.jar;C:\Program Files (x86)\Java\jre1.8.0_72\lib\jce.jar;C:\Program Files (x86)\Java\jre1.8.0_72\lib\charsets.jar;C:\Program Files (x86)\Java\jre1.8.0_72\lib\jfr.jar;C:\Program Files (x86)\Java\jre1.8.0_72\classes, hibernate.hbm2ddl.auto=create, user.script=, sun.management.compiler=HotSpot Client Compiler, java.runtime.version=1.8.0_72-b15, user.name=ADM-IG-HWDLAB1D, path.separator=;, hibernate.connection.username=hr, os.version=6.1, java.endorsed.dirs=C:\Program Files (x86)\Java\jre1.8.0_72\lib\endorsed, java.runtime.name=Java(TM) SE Runtime Environment, hibernate.connection.url=jdbc:oracle:thin:@localhost:1521:XE, hibernate.ejb.persistenceUnitName=JPA-PU, file.encoding=Cp1252, java.vm.name=Java HotSpot(TM) Client VM, hibernate.show_sql=true, hibernate.connection.driver_class=oracle.jdbc.driver.OracleDriver, java.vendor.url.bug=http://bugreport.sun.com/bugreport/, java.io.tmpdir=C:\Users\ADM-IG~2\AppData\Local\Temp\, java.version=1.8.0_72, user.dir=D:\159877_Gajendra_hedau\JPAHibernate\CGPayrollSystemHibernate, os.arch=x86, java.vm.specification.name=Java Virtual Machine Specification, hibernate.connection.password=****, java.awt.printerjob=sun.awt.windows.WPrinterJob, sun.os.patch.level=Service Pack 1, hibernate.boot.CfgXmlAccessService.key=org.hibernate.boot.cfgxml.spi.LoadedConfig@140f651, java.library.path=C:\Program Files (x86)\Java\jre1.8.0_72\bin;C:\WINDOWS\Sun\Java\bin;C:\WINDOWS\system32;C:\WINDOWS;C:/Program Files (x86)/Java/jre1.8.0_72/bin/client;C:/Program Files (x86)/Java/jre1.8.0_72/bin;C:/Program Files (x86)/Java/jre1.8.0_72/lib/i386;C:\oraclexe\app\oracle\product\11.2.0\server\bin;;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\Program Files (x86)\QuickTime\QTSystem\;C:\Program Files\CapgeminiScripts\Support Tools\;C:\Program Files (x86)\MySQL\MySQL Fabric 1.5.3 & MySQL Utilities 1.5.3 1.5\;C:\Program Files (x86)\MySQL\MySQL Fabric 1.5.3 & MySQL Utilities 1.5.3 1.5\Doctrine extensions for PHP\;C:\Program Files (x86)\Java\jdk1.8.0_72\bin;D:\159877_Training_Satish_mahajan\JAVA ALL IN ONE\luna\Eclipse_Luna\eclipse;;., java.vm.info=mixed mode, java.vendor=Oracle Corporation, java.vm.version=25.72-b15, hibernate.bytecode.use_reflection_optimizer=false, java.ext.dirs=C:\Program Files (x86)\Java\jre1.8.0_72\lib\ext;C:\WINDOWS\Sun\Java\lib\ext, sun.io.unicode.encoding=UnicodeLittle, javax.persistence.jdbc.password=hr, java.class.version=52.0}
2018-10-18 17:43:13 DEBUG JaccIntegrator:80 - Skipping JACC integration as it was not enabled
2018-10-18 17:43:13 DEBUG CascadeStyles:268 - External cascade style registration [persist : STYLE_PERSIST_SKIPLAZY] overrode base registration [STYLE_PERSIST]
2018-10-18 17:43:13 DEBUG SessionFactoryImpl:298 - Instantiated session factory
2018-10-18 17:43:13 DEBUG ClassLoaderAccessImpl:55 - Not known whether passed class name [com.cg.payroll.beans.Associate] is safe
2018-10-18 17:43:13 DEBUG ClassLoaderAccessImpl:57 - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.cg.payroll.beans.Associate
2018-10-18 17:43:13 DEBUG ClassLoaderAccessImpl:55 - Not known whether passed class name [com.cg.payroll.beans.Associate] is safe
2018-10-18 17:43:13 DEBUG ClassLoaderAccessImpl:57 - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.cg.payroll.beans.Associate
2018-10-18 17:43:13 DEBUG AbstractEntityPersister:3608 - Static SQL for entity: com.cg.payroll.beans.Associate
